label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
pump;pump;[];[];[];[];[];[];nan;False;False;10.653850784990931;False;False;0.9000000011282194;True;False;1.238588831188026;False;False;0x0000028B7401DBE0;False;nan;0x0000028B61ACEF98;True;nan;0.0034998045877841816;False
